"member_id","coord1D","term","party","member_name","aligned","party_bloc"
"W168182V",0.207411244511604,20,"무소속","김관영",0.207411244511604,"independent"
"LH97552Q",-0.473134219646454,20,"국민의힘","김도읍",-0.473134219646454,"conservative"
"0W194007",0.311317026615143,20,"국민의힘","김영주",0.311317026615143,"conservative"
"1MU99298",0.23695108294487,20,"더불어민주당","김철민",0.23695108294487,"liberal"
"1WE5693J",0.286932349205017,20,"더불어민주당","김태년",0.286932349205017,"liberal"
"09I2323E",0.321744978427887,20,"더불어민주당","김한정",0.321744978427887,"liberal"
"SQ36001H",0.428573459386826,20,"더불어민주당","송기헌",0.428573459386826,"liberal"
"YOG1280B",1.25684091472067e-05,20,"국민의힘","안철수",1.25684091472067e-05,"conservative"
"Q6G2914I",-0.58755373954773,20,"미래한국당","윤종필",-0.58755373954773,"conservative"
"DKB8522X",0.165157735347748,20,"무소속","정인화",0.165157735347748,"independent"
"AFQ26679",-0.273805797100067,20,"미래통합당","주광덕",-0.273805797100067,"conservative"
"XQ98168F",-0.0257240850478411,20,"무소속","강길부",-0.0257240850478411,"independent"
"60490713",0.256018191576004,20,"더불어민주당","강병원",0.256018191576004,"liberal"
"IH436704",-0.258419305086136,20,"미래통합당","강석진",-0.258419305086136,"conservative"
"9WQ7845Z",-0.747825682163239,20,"미래통합당","강효상",-0.747825682163239,"conservative"
"TRE2429O",0.477442264556885,20,"더불어민주당","강훈식",0.477442264556885,"liberal"
"6V37131U",0.199192032217979,20,"더불어민주당","고용진",0.199192032217979,"liberal"
"Q6A9034Q",-0.6700519323349,20,"무소속","곽대훈",-0.6700519323349,"independent"
"RH454994",0.51171487569809,20,"더불어민주당","권미혁",0.51171487569809,"liberal"
"C7E79345",0.301926672458649,20,"더불어민주당","권칠승",0.301926672458649,"liberal"
"B7R2742J",0.292410403490067,20,"더불어민주당","기동민",0.292410403490067,"liberal"
"ZKU88693",0.565047979354858,20,"더불어민주당","김경협",0.565047979354858,"liberal"
"OC037566",-0.502417206764221,20,"미래한국당","김규환",-0.502417206764221,"conservative"
"DCR84445",-0.02445656247437,20,"민생당","김동철",-0.02445656247437,"liberal"
"NTT8182Q",0.517843902111053,20,"더불어민주당","김민기",0.517843902111053,"liberal"
"QB390802",0.410461097955704,20,"더불어민주당","김병관",0.410461097955704,"liberal"
"GFF1986K",0.274262756109238,20,"더불어민주당","김병욱",0.274262756109238,"liberal"
"DTG4846A",-0.47638463973999,20,"미래통합당","김선동",-0.47638463973999,"conservative"
"RCF90176",0.190142169594765,20,"무소속","김성식",0.190142169594765,"independent"
"5K343700",0.0140729183331132,20,"민생당","김수민",0.0140729183331132,"liberal"
"8WC7967F",-0.655179142951965,20,"미래한국당","김승희",-0.655179142951965,"conservative"
"5765663F",0.230709508061409,20,"더불어민주당","김영진",0.230709508061409,"liberal"
"7BM2933Y",0.468306094408035,20,"더불어민주당","김영호",0.468306094408035,"liberal"
"6RP89579",0.267973184585571,20,"더불어민주당","김정우",0.267973184585571,"liberal"
"I0F2578R",0.867062091827393,20,"정의당","김종대",0.867062091827393,"left"
"HTK5293K",0.215880841016769,20,"무소속","김종회",0.215880841016769,"independent"
"A935446Z",1,20,"민중당","김종훈",1,"left"
"SY09851R",-0.110574170947075,20,"민생당","김중로",-0.110574170947075,"liberal"
"N6C1899K",-0.715920388698578,20,"미래통합당","김진태",-0.715920388698578,"conservative"
"YBM9779M",-0.288305789232254,20,"미래통합당","김한표",-0.288305789232254,"conservative"
"CXA6162I",-0.44134932756424,20,"미래통합당","김현아",-0.44134932756424,"conservative"
"WV97281W",-0.193199411034584,20,"미래한국당","문진국",-0.193199411034584,"conservative"
"Y3E8697I",-0.472147941589355,20,"미래통합당","민경욱",-0.472147941589355,"conservative"
"EUR98126",-0.316178649663925,20,"미래한국당","박맹우",-0.316178649663925,"conservative"
"YLM92014",0.0449752062559128,20,"미래통합당","박순자",0.0449752062559128,"conservative"
"A3H7195R",0.287305384874344,20,"무소속","박완주",0.287305384874344,"independent"
"IQ54138I",-0.451711803674698,20,"미래통합당","박인숙",-0.451711803674698,"conservative"
"XT18076X",0.27953889966011,20,"민생당","박주선",0.27953889966011,"liberal"
"UDB4825U",0.579504251480103,20,"민생당","박주현",0.579504251480103,"liberal"
"8EL9225R",0.396175682544708,20,"민주평화당","박준영",0.396175682544708,"liberal"
"BT62420K",0.366507798433304,20,"더불어민주당","박찬대",0.366507798433304,"liberal"
"9CR4440H",-0.438045799732208,20,"자유한국당","배덕광",-0.438045799732208,"conservative"
"8DK7238W",0.382153689861298,20,"더불어민주당","백재현",0.382153689861298,"liberal"
"TKJ4800F",0.318340718746185,20,"더불어민주당","서영교",0.318340718746185,"liberal"
"7XY7109I",-0.463976442813873,20,"국민의힘","성일종",-0.463976442813873,"conservative"
"ZDR63255",0.416529357433319,20,"더불어민주당","소병훈",0.416529357433319,"liberal"
"ZBX31520",0.555612146854401,20,"열린민주당","손혜원",0.555612146854401,"liberal"
"CNW5754J",-0.31166809797287,20,"국민의힘","송석준",-0.31166809797287,"conservative"
"FGX4881A",-0.438269734382629,20,"미래통합당","심재철",-0.438269734382629,"conservative"
"TST4507I",0.321786999702454,20,"더불어민주당","안규백",0.321786999702454,"liberal"
"XEF29171",0.224562034010887,20,"더불어민주당","안호영",0.224562034010887,"liberal"
"B6F5266B",-0.482936203479767,20,"자유한국당","엄용수",-0.482936203479767,"conservative"
"6DG91769",0.262557297945023,20,"더불어민주당","원혜영",0.262557297945023,"liberal"
"RQQ3807K",0.521793723106384,20,"더불어민주당","위성곤",0.521793723106384,"liberal"
"GX38539O",0.258048564195633,20,"더불어민주당","유동수",0.258048564195633,"liberal"
"I7Z3068X",0.23338994383812,20,"민생당","유성엽",0.23338994383812,"liberal"
"8X46899U",0.969550609588623,20,"정의당","윤소하",0.969550609588623,"left"
"U9G5099O",0.17679525911808,20,"민생당","윤영일",0.17679525911808,"liberal"
"I7R13867",0.30861634016037,20,"더불어민주당","이개호",0.30861634016037,"liberal"
"OQO34632",0.0995452255010605,20,"민생당","이동섭",0.0995452255010605,"liberal"
"X9Y63914",0.279589176177979,20,"무소속","이용주",0.279589176177979,"independent"
"3ZR4438W",0.469492316246033,20,"더불어민주당","이인영",0.469492316246033,"liberal"
"2SE64657",-0.526661098003387,20,"미래통합당","이장우",-0.526661098003387,"conservative"
"UQ282145",0.592233419418335,20,"더불어민주당","이재정",0.592233419418335,"liberal"
"7AN97172",-0.174470633268356,20,"무소속","이정현",-0.174470633268356,"independent"
"2XI97689",-0.473452806472778,20,"미래통합당","이종구",-0.473452806472778,"conservative"
"11N7618M",-0.372148036956787,20,"미래한국당","이종명",-0.372148036956787,"conservative"
"8IN46764",-0.346581995487213,20,"미래통합당","이주영",-0.346581995487213,"conservative"
"0ID22746",-0.578680217266083,20,"미래통합당","이진복",-0.578680217266083,"conservative"
"LSK9789D",0.326292157173157,20,"더불어민주당","이철희",0.326292157173157,"liberal"
"K5F2023J",0.394209206104279,20,"더불어민주당","이학영",0.394209206104279,"liberal"
"EH27538E",-0.239183589816093,20,"국민의힘","임이자",-0.239183589816093,"conservative"
"V8I36226",0.197340309619904,20,"민생당","장병완",0.197340309619904,"liberal"
"9YO73104",0.368778049945831,20,"더불어민주당","전재수",0.368778049945831,"liberal"
"QZF33498",-1,20,"미래통합당","전희경",-1,"conservative"
"0E97245Y",-0.297890454530716,20,"미래통합당","정양석",-0.297890454530716,"conservative"
"8KB8281W",0.43948894739151,20,"더불어민주당","제윤경",0.43948894739151,"liberal"
"5KV82250",-0.495296001434326,20,"국민의힘","조경태",-0.495296001434326,"conservative"
"D397960C",-0.387401819229126,20,"미래한국당","조훈현",-0.387401819229126,"conservative"
"ZJI5740K",0.294961214065552,20,"더불어민주당","최운열",0.294961214065552,"liberal"
"EX94352K",0.310514092445374,20,"더불어민주당","표창원",0.310514092445374,"liberal"
"1KD95875",-0.219295397400856,20,"미래통합당","함진규",-0.219295397400856,"conservative"
"KR14136C",0.314260900020599,20,"새로운미래","홍영표",0.314260900020599,"liberal"
"0VU8517U",0.332954108715057,20,"더불어민주당","황희",0.332954108715057,"liberal"
"MHK9919B",-0.867787003517151,20,"무소속","곽상도",-0.867787003517151,"independent"
"YKW37422",0.136960446834564,20,"국민의힘","권은희",0.136960446834564,"conservative"
"PP08673W",0.274364084005356,20,"더불어민주당","김경수",0.274364084005356,"liberal"
"YVN3115U",0.284641057252884,20,"무소속","김경진",0.284641057252884,"independent"
"3NM5411H",0.545354187488556,20,"무소속","김광수",0.545354187488556,"independent"
"NNP30098",-0.626488447189331,20,"미래한국당","김기선",-0.626488447189331,"conservative"
"9EA39580",-0.399533152580261,20,"미래통합당","김명연",-0.399533152580261,"conservative"
"8Q88373R",0.37280660867691,20,"무소속","김병기",0.37280660867691,"independent"
"1Y73132H",-0.40452829003334,20,"국민의힘","김상훈",-0.40452829003334,"conservative"
"GXT11570",0.406356304883957,20,"더불어민주당","김성수",0.406356304883957,"liberal"
"9D939735",-0.25686115026474,20,"국민의힘","김성원",-0.25686115026474,"conservative"
"BQS2021C",-0.162962466478348,20,"미래통합당","김성태",-0.162962466478348,"conservative"
"7KD2317D",-0.506423771381378,20,"미래한국당","김순례",-0.506423771381378,"conservative"
"06X3845L",-0.446249604225159,20,"미래한국당","김종석",-0.446249604225159,"conservative"
"6QU2958D",0.212664633989334,20,"더불어민주당","김해영",0.212664633989334,"liberal"
"MPV9321A",0.504707396030426,20,"더불어민주당","김현권",0.504707396030426,"liberal"
"GN240959",0.778280317783356,20,"정의당","노회찬",0.778280317783356,"left"
"TGL10010",0.437657177448273,20,"더불어민주당","문미옥",0.437657177448273,"liberal"
"JMD3241I",0.377090692520142,20,"더불어민주당","박경미",0.377090692520142,"liberal"
"24E9427D",0.272782325744629,20,"더불어민주당","박남춘",0.272782325744629,"liberal"
"MC32279F",0.297632992267609,20,"민생당","박선숙",0.297632992267609,"liberal"
"QUO78839",0.439127087593079,20,"더불어민주당","박재호",0.439127087593079,"liberal"
"4019850M",0.403044849634171,20,"더불어민주당","박정",0.403044849634171,"liberal"
"6AU2417B",0.318199455738068,20,"더불어민주당","박주민",0.318199455738068,"liberal"
"8BF5855P",0.171946793794632,20,"더불어민주당","박지원",0.171946793794632,"liberal"
"S824682L",0.465226322412491,20,"더불어민주당","박홍근",0.465226322412491,"liberal"
"HSS7466Y",0.345418900251389,20,"더불어민주당","백혜련",0.345418900251389,"liberal"
"6N28669V",0.438774734735489,20,"더불어민주당","서형수",0.438774734735489,"liberal"
"PAO22428",0.394771158695221,20,"더불어민주당","송영길",0.394771158695221,"liberal"
"3249208I",0.357012808322906,20,"더불어민주당","송옥주",0.357012808322906,"liberal"
"1PZ8289D",-0.297257483005524,20,"미래한국당","송희경",-0.297257483005524,"conservative"
"G1570880",0.444245427846909,20,"더불어민주당","신동근",0.444245427846909,"liberal"
"HE838063",-0.422033458948135,20,"미래통합당","신보라",-0.422033458948135,"conservative"
"ZA54991S",0.244160056114197,20,"더불어민주당","안민석",0.244160056114197,"liberal"
"A486635H",-0.531463980674744,20,"미래통합당","안상수",-0.531463980674744,"conservative"
"TIS61927",0.178245574235916,20,"더불어민주당","양승조",0.178245574235916,"liberal"
"SSF6805Q",-0.320944577455521,20,"미래한국당","염동열",-0.320944577455521,"conservative"
"M6K7940A",-0.0170582756400108,20,"바른미래당","오세정",-0.0170582756400108,"conservative"
"21N57758",0.354130655527115,20,"더불어민주당","오영훈",0.354130655527115,"liberal"
"5CO4531H",0.485604226589203,20,"더불어민주당","유은혜",0.485604226589203,"liberal"
"3TP65086",0.738380312919617,20,"진보당","윤종오",0.738380312919617,"left"
"8X15119P",-0.948386132717133,20,"국민의힘","윤한홍",-0.948386132717133,"conservative"
"M0A1658U",0.258729547262192,20,"더불어민주당","윤호중",0.258729547262192,"liberal"
"DBA1057Z",0.381629794836044,20,"국민의힘","이용호",0.381629794836044,"conservative"
"16D7652C",0.37717017531395,20,"개혁신당","이원욱",0.37717017531395,"centrist"
"WDS6044S",-0.318870216608047,20,"국민의힘","이채익",-0.318870216608047,"conservative"
"TZP9391O",-0.451129347085953,20,"국민의힘","이철규",-0.451129347085953,"conservative"
"QTW6852F",-0.260707795619965,20,"국민의힘","이태규",-0.260707795619965,"conservative"
"EVH1507C",-0.489156454801559,20,"국민의힘","이헌승",-0.489156454801559,"conservative"
"MBS2896E",-0.617388248443604,20,"무소속","이현재",-0.617388248443604,"independent"
"UM51067K",0.412298530340195,20,"더불어민주당","인재근",0.412298530340195,"liberal"
"E6U4345C",0.400457262992859,20,"더불어민주당","임종성",0.400457262992859,"liberal"
"0AI7568W",0.477932333946228,20,"민생당","장정숙",0.477932333946228,"liberal"
"ARP89147",0.295007765293121,20,"더불어민주당","정동영",0.295007765293121,"liberal"
"DCN7433W",0.220836728811264,20,"더불어민주당","정세균",0.220836728811264,"liberal"
"0GF6251P",-0.432760804891586,20,"미래통합당","정유섭",-0.432760804891586,"conservative"
"FYI20317",0.464263021945953,20,"더불어민주당","조승래",0.464263021945953,"liberal"
"IN328264",0.236117705702782,20,"더불어민주당","조정식",0.236117705702782,"liberal"
"GDN7894V",-0.202178999781609,20,"민생당","채이배",-0.202178999781609,"liberal"
"O8E1566L",0.289679378271103,20,"민생당","최도자",0.289679378271103,"liberal"
"16I8621J",-0.618810653686523,20,"미래통합당","최연혜",-0.618810653686523,"conservative"
"GW55008L",0.520912766456604,20,"더불어민주당","홍의락",0.520912766456604,"liberal"
"C7Z8238W",-0.111015267670155,20,"자유한국당","황영철",-0.111015267670155,"conservative"
"23D73143",-0.4067742228508,20,"미래통합당","경대수",-0.4067742228508,"conservative"
"GDG1847Z",-0.772626399993896,20,"국민의힘","권성동",-0.772626399993896,"conservative"
"CI15627C",0.481655031442642,20,"더불어민주당","김두관",0.481655031442642,"liberal"
"SNJ6318D",-0.727914690971375,20,"미래통합당","김무성",-0.727914690971375,"conservative"
"ZL32287Z",-0.0138345789164305,20,"민생당","김삼화",-0.0138345789164305,"liberal"
"UGH6481E",0.515290856361389,20,"더불어민주당","김상희",0.515290856361389,"liberal"
"ZYP7962W",-0.315901577472687,20,"국민의힘","김석기",-0.315901577472687,"conservative"
"PLR62452",-0.266654670238495,20,"미래통합당","김영우",-0.266654670238495,"conservative"
"E1J8836Y",-0.410299807786942,20,"국민의힘","김정재",-0.410299807786942,"conservative"
"Q9H5708M",0.229795664548874,20,"무소속","김진표",0.229795664548874,"independent"
"IYD4143Y",0.192662209272385,20,"무소속","문희상",0.192662209272385,"independent"
"O6D8329R",0.354557245969772,20,"더불어민주당","민홍철",0.354557245969772,"liberal"
"OTE19384",-0.786107957363129,20,"미래통합당","박명재",-0.786107957363129,"conservative"
"7R156073",0.352505743503571,20,"더불어민주당","박범계",0.352505743503571,"liberal"
"D0C85236",-0.590357422828674,20,"국민의힘","박완수",-0.590357422828674,"conservative"
"PEP6922S",0.477585047483444,20,"더불어민주당","박용진",0.477585047483444,"liberal"
"OW53107J",0.483986645936966,20,"새로운미래","설훈",0.483986645936966,"liberal"
"MTK2954E",-0.0262215044349432,20,"민생당","신용현",-0.0262215044349432,"liberal"
"WYC63862",0.319199949502945,20,"더불어민주당","신창현",0.319199949502945,"liberal"
"VXQ28579",0.304279148578644,20,"더불어민주당","심재권",0.304279148578644,"liberal"
"QKY38290",-0.466023862361908,20,"미래한국당","여상규",-0.466023862361908,"conservative"
"TZD17894",-0.25428432226181,20,"미래한국당","원유철",-0.25428432226181,"conservative"
"I5V5327I",-0.384609043598175,20,"미래통합당","유민봉",-0.384609043598175,"conservative"
"SEK1881Q",-0.738309741020203,20,"미래통합당","유재중",-0.738309741020203,"conservative"
"JMY9959W",0.288806825876236,20,"무소속","윤관석",0.288806825876236,"independent"
"OSV9142K",-0.430269032716751,20,"국민의힘","이만희",-0.430269032716751,"conservative"
"6YT83269",-0.214974582195282,20,"국민의힘","이명수",-0.214974582195282,"conservative"
"ZYH1940A",0.39257350564003,20,"국민의힘","이상민",0.39257350564003,"conservative"
"8WV8289I",-0.331847310066223,20,"자유한국당","이완영",-0.331847310066223,"conservative"
"ABT2266H",0.441729456186295,20,"더불어민주당","이용득",0.441729456186295,"liberal"
"0582116P",-0.41723820567131,20,"자유한국당","이우현",-0.41723820567131,"conservative"
"DVD2735W",-0.720705687999725,20,"미래통합당","이은권",-0.720705687999725,"conservative"
"WDR7061Y",0.426220953464508,20,"더불어민주당","이종걸",0.426220953464508,"liberal"
"HSW1214Q",-0.426655679941177,20,"국민의힘","이종배",-0.426655679941177,"conservative"
"BWD92364",0.268633782863617,20,"미래통합당","이찬열",0.268633782863617,"conservative"
"V2R7430Z",0.411110937595367,20,"무소속","이춘석",0.411110937595367,"independent"
"WNN9272X",-0.452560693025589,20,"미래한국당","장석춘",-0.452560693025589,"conservative"
"CZB4125D",-0.195385634899139,20,"국민의힘","장제원",-0.195385634899139,"conservative"
"BM63269Y",0.262145578861237,20,"더불어민주당","전해철",0.262145578861237,"liberal"
"V429892C",0.233143180608749,20,"더불어민주당","정성호",0.233143180608749,"liberal"
"ZGA4092Y",-0.34664449095726,20,"미래통합당","정용기",-0.34664449095726,"conservative"
"IWK63872",0.122003473341465,20,"국민의힘","조배숙",0.122003473341465,"conservative"
"CDL93608",0.281622052192688,20,"개혁신당","조응천",0.281622052192688,"centrist"
"5HG31863",-0.196701750159264,20,"미래통합당","지상욱",-0.196701750159264,"conservative"
"IDV9108J",0.300489455461502,20,"더불어민주당","진영",0.300489455461502,"liberal"
"LPB30152",0.228019341826439,20,"더불어민주당","최인호",0.228019341826439,"liberal"
"GD131760",-0.257367700338364,20,"국민의힘","홍문표",-0.257367700338364,"conservative"
"R365233W",-0.250065416097641,20,"미래통합당","홍철호",-0.250065416097641,"conservative"
"JOY4394O",0.18861635029316,20,"민생당","황주홍",0.18861635029316,"liberal"
"8I61593E",-0.633074522018433,20,"미래통합당","강석호",-0.633074522018433,"conservative"
"QZR19240",0.274067014455795,20,"더불어민주당","금태섭",0.274067014455795,"liberal"
"MGE7194M",-0.640102744102478,20,"미래통합당","김광림",-0.640102744102478,"conservative"
"UIZ3103R",0.36090075969696,20,"더불어민주당","김부겸",0.36090075969696,"liberal"
"2WQ6656P",-0.181746989488602,20,"미래통합당","김세연",-0.181746989488602,"conservative"
"TWL5801D",0.440424174070358,20,"더불어민주당","김영춘",0.440424174070358,"liberal"
"AMF4093D",-0.805648565292358,20,"미래통합당","김용태",-0.805648565292358,"conservative"
"M3Z17237",-0.255591958761215,20,"미래통합당","김재경",-0.255591958761215,"conservative"
"M2Q9024I",0.367765486240387,20,"무소속","김종민",0.367765486240387,"independent"
"9XB6464U",0.240860193967819,20,"더불어민주당","김현미",0.240860193967819,"liberal"
"0827740Q",0.37113681435585,20,"더불어민주당","노웅래",0.37113681435585,"liberal"
"J2O8643H",0.483088791370392,20,"더불어민주당","도종환",0.483088791370392,"liberal"
"39P2522W",0.430007845163345,20,"무소속","민병두",0.430007845163345,"independent"
"K3W33496",0.361723840236664,20,"더불어민주당","박광온",0.361723840236664,"liberal"
"W4X85128",-0.916995465755463,20,"국민의힘","박대출",-0.916995465755463,"conservative"
"N4R2421C",-0.38670489192009,20,"국민의힘","박덕흠",-0.38670489192009,"conservative"
"BLC8630L",0.240036159753799,20,"더불어민주당","박병석",0.240036159753799,"liberal"
"8T51904N",-0.503043353557587,20,"자유한국당","박찬우",-0.503043353557587,"conservative"
"O0G3169T",-0.459856867790222,20,"미래한국당","백승주",-0.459856867790222,"conservative"
"4Y54669I",-0.164336085319519,20,"우리공화당","서청원",-0.164336085319519,"conservative"
"A8O42480",0.17163647711277,20,"더불어민주당","손금주",0.17163647711277,"liberal"
"7BV5480O",0.0347366258502007,20,"국민의당","송기석",0.0347366258502007,"other"
"BN49469V",0.429664552211761,20,"더불어민주당","신경민",0.429664552211761,"liberal"
"8FB1535Y",0.308285117149353,20,"더불어민주당","어기구",0.308285117149353,"liberal"
"H337332S",-0.192466214299202,20,"미래통합당","오신환",-0.192466214299202,"conservative"
"SVH30067",0.274482369422913,20,"더불어민주당","오제세",0.274482369422913,"liberal"
"V0O5343U",0.407067686319351,20,"더불어민주당","우상호",0.407067686319351,"liberal"
